Genus,Microbe_Direction,MicrobeScore,Obj2_Pathway,Functional_Class,Comparison,Evidence_Score,FDR,Hits,LinkScore,host_module,Match_Score,Evidence_Score_Obj2,genes,p.adjust,Biological_Label,ModuleWeight,n_pathways,ChainScore,microbe_e01,path_e01,match_e01,modw_e01,TripletConfidence,Gene,GeneEdgeWeight,ChainGeneScore
Thermococcus,Tumor_up,23.11954687407791,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,PLCB2,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,PLCB4,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,GPX1,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,GNAS,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,GNAQ,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,IYD,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,FXYD2,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,PRKACA,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,PRKCA,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,ITPR2,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Betaine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,2.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,TG,4.490791413796576,1384.6512511784713
Thermococcus,Tumor_up,23.11954687407791,Alanine Metabolism,AminoAcid_or_Nitrogen,Tumor_vs_Adjacent,3,1.0,1.0,69.35864062223372,Module_1__receptor_secretion,80.0,3,ADA;ADA2;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY7;ADCY8;ADCY9;ADSL;ADSS1;ADSS2;AK3;AK4;AK7;AK9;ALLC;AMPD2;AMPD3;CANT1;DGUOK;ENPP1;ENPP3;ENPP4;ENTPD1;ENTPD5;GART;GDA;GUCY1A1;GUCY1A2;GUCY1B1;GUCY2C;GUCY2D;GUCY2F;IMPDH2;NME3;NME4;NME7;NPR1;NPR2;NT5C1A;NT5C1B;NT5C1B-RDH14;NT5E;NUDT16;PDE10A;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE4A;PDE4B;PDE4D;PDE5A;PDE6A;PDE6B;PDE6C;PDE6D;PDE9A;PGM2;PPAT;PRPS1;PRPS1L1;PRUNE1;RRM1;RRM2;XDH,0.0462817835238852,receptor secretion,5.556828061699537,258,308.3312324247695,1.0,0.0,0.38181818181818217,1.0,0.4827636363636364,ITPR1,4.490791413796576,1384.6512511784713
